,Text,Response
47,"БРЕД! То самое слово, которое мысленно произносишь во время просмотра фильма, хотя я прекрасно пойму тех, кто это скажет не про себя. Если Вы пошли в кинотеатр на этот фильм, то бросайтесь грудью на экран, чтобы другие не увидели этого ничтожества. Начну делиться впечатлениями. Михаил Боярский на протяжение всего фильма несет чушь, да и остальные делают то же самое, но на общем фоне Боярский все же выделяется. Дмитрий Нагиев сыграл плохо, как мне кажется, он актер одноплановый(если это не касается юмора) — злой, сердитый дятька. В фильме же он положительный герой, интересное решение, но и оно не помогло поднять оценку хотя бы на балл. Перед просмотром мне было непонятно присутствие в данном фильме Антона Макарского, так как картины с его участием в кинотеатрах не показывают, либо это сериалы, либо мюзиклы, но после его песен в фильме его присутствие вполне объяснилось. Молоденькие девушки очень милы и видно, что старались, но роли и диалоги у них такие, что можно было и не утруждать себя. Я бы понял, если бы сняли продолжение истории мушкетеров с новыми актерами (нынешний сведет на нет все усилия), а не с этими старыми козла…(извините, не сдержался). Приглашая Боярского и Ко, на что надеялись создатели? На всплеск активности «бывшей» молодежи 70-х годов? Хорошо, что этого не произолшло, в зале кроме меня и моих друзей сидело еще человек пять. Правда, зачем идти, если по рекламе все понятно? Ощущения после просмотра остаются только злобные и неприятные. 1 из 10","фильм: БРЕД, позор, ничтожество: негативно
Михаил Боярский: чушь, несет чушь: негативно
Дмитрий Нагиев: сыграл плохо, актер одноплановый: негативно
Антон Макарский: присутствие вполне объяснилось: нейтрально
молоденькие девушки: милы, старались: положительно
Ощущения после просмотра: злобные, неприятные: негативно"
37,"Это прекрасный фильм о том, как не легко приходится жить в маленьком городке Коулвуд, когда все твои мечты только о небе! В этом городе основной заработок денег это шахта, и как бы ты не хотел тебе придется спустится в нее! Но Хомер Хикем бредит небом, все его мысли там высоко над землей, он хочет построить ракету! Основной проблемой для него являются отсутствие знаний в области ракетостроения, и откровенное непонимание отца. Но он не отступит, и дойдет до цели!  Ему будут помогать друзья, учительница, практически весь город и даже Вернер фон Браун ответит на его письмо, но только не отец! А это очень больно, когда близкие тебе люди не понимают тебя. Следует отдельно отметить потрясающую игру Джейка Джиллехолла, в роли Хомера и Криса Купера в роли его отца! Джо Джонстон постарался на славу, это одна из лучших его работ! Смотреть советую абсолютно всем. 10 из 10","фильм: прекрасный: положительно 
Джейк Джиллехолл: потрясающая игра: положительно 
Джо Джонстон: постарался на славу, одна из лучших его работ: положительно"
74,"Фильм не является банальным боевиком — и это очень большой плюс, как и плюс то, что в этом фильме акцент сделан на неожиданные повороты сюжета, а не на количество трупов (хотя и их предостаточно). Однако основной движущей идеей фильма является месть (возмездие), и это обстоятельство несколько снижает общую художественную ценность картины. В целом создается впечатление, что за скурпулезным созданием поворотов сюжета авторы фильма не смогли наполнить его «живым» содержанием. Хотя общая концепция фильма позволяла это сделать. Хорошие интерьеры, — вот пожалуй и все, что визуально запоминается из сцен фильма. Резюме: хороший детективный боевик. Выше среднего. Но не намного.  6 из 10","фильм: не является банальным боевиком: положительно 
акцент: неожиданные повороты сюжета, не на количество трупов: положительно 
основная движущая идея: месть: негативно 
впечатление: авторы фильма не смогли наполнить его «живым» содержанием: негативно 
резюме: хороший детективный боевик: положительно"
5,"Лично для меня, первый фильм Скорсезе за долгое время. Причем то, что это его фильм, я обнаружил, лишь придя в кинотеатр. Это явилось положительным моментом, ведь причиной похода, являлась сама картина, а не громкое имя режиссера. Что хочется сказать сразу: Так фильмы больше не снимают, фильм в духе старой школы хоррор жанра. Атмосфера выдержана и не отпускает ни на минуту, а если и ослабит хватку, то лишь для того, чтобы поглотить еще сильнее. Это тот вид картин, в которых автор, дает время на раздумья предположения. Подает пищу для идей. Кажется, будто вот она — разгадка, и вы тешитесь в лучах собственного самолюбия, ан нет настает финал и понимание, того, что вы ошибались. Все это достигается не за счет литров крови и расчленёнки, как принято на сегодняшний день. А с помощью языка природы, грамотной съемки, интересного сценария. Нет, нет, не расстраивайтесь, кровь будет, но там где это необходимо и в разумных пределах. А жути, подобные сцены действительно нагоняют. История маршала полиции Дэниэса интересна с самого начала, его трагедия станет вашей трагедией. Его прибытие на мрачный, оторванный от мира остров, с заведомо «необычными» поселенцами потреплет нервы и самому смелому зрителю. А итог его пути, удивит и заставит задуматься. Оценка: 9 из 10","атмосфера: выдержана, не отпускает ни на минуту: положительно 
автор: дает время на раздумья предположения, подает пищу для идей: положительно 
кровь: будет, но там где это необходимо и в разумных пределах: положительно 
история маршала полиции Дэниэса: интересная с самого начала: положительно 
его прибытие на остров: потреплет нервы: положительно 
итог его пути: удивит, заставит задуматься: положительно"
28,"Это очень хороший фильм. Простой, не сложный сюжет, добротная игра актёров и невероятно важный жизненный смысл — это далеко не всё, что я ценю в фильме «Достучасться до небес». Здесь есть и юмор, и, естественно размышления о жизни, и отображение того времени, когда снимали фильм.  В общем, здесь отображена сама жизнь, здесь есть отличный сюжет, который придаёт фильму драматический характер, здесь есть актеры, которые кроме того, что безупречно играют, но и прекрасно передают образы своих героев, у которых есть прекрасное чувтво юмора.  Кто не посмотрел ещё этот фильм, то советую скорее взглянуть на этот истинный шедевр своего жанра. Ведь фильм благодаря всему, что здесь есть, получился замечательным. 10 из 10","фильм: очень хороший: положительно
сюжет: простой, не сложный: нейтрально
сюжет: отличный, придаёт фильму драматический характер: положительно
актёры: безупречно играют, прекрасно передают образы своих героев, прекрасное чувтво юмора: положительно"
86,"Когда я начал смотреть самый знаменитый фильм Хичкока, я подозревал, что он будет не столь страшный, 1960 все-таки. Я оказался прав. Никакого страха не было. И я не заметил чувства напряжения (в смысле сапсенса). Мне было просто скучно, ведь первые 40 минут не происходит ничего. Конечно, после был неожиданный сюжетный поворот. Признаюсь честно, такого я еще не видел. И это большой плюс фильма. Но потом опять начинается вялое, скучное повествование, наполненное исключительно диалогами, такими же, как и в первой половине фильма. Собственно, я заметил всего-лишь два страшных момента за весь фильм. Это середина и конец картины. Эти два момента сделаны действильно качественно, не зря Хичкок потратил на съемки сцены в душе 6 дней. Но весь остальной хронометраж наполнен скучными диалогами. Тем более что в самом конце фильма, после довольно страшного конца нам показывают так называемый эпилог, в котором персонаж фильма на блюдечке преподносит нам все недосказанности и странности сюжета. Мне это совсем не понравилось и напомнило скорее окончание каждой серии мультика «Cкуби Ду», чем по- настоящему страшный фильм ужасов. Из-за уважения к классике и интересных сюжетных поворотов я ставлю 7 из 10","фильм Хичкока: не столь страшный, качественно сделаны только два страшных момента: нейтрально 
сюжетный поворот: интересный: положительно 
эпилог: напоминает окончание серии мультика «Cкуби Ду»: негативно"
22,"Очень сильный, вдохновенный и вдохновляющий фильм. Джек Николсон актёр сильный. И я… я долго думала над названием, я вообще не сразу поняла, что гнездо кукушки — это вообще миф, кто такая кукушка. А вообще фильм а том… о том, что герой, по жизни кукушка, который не умеет вить гнездо и задерживаться где-то вовсе, всё-таки привязывается сердцем к одному единственному месту и больным людям, но не может ни свить хорошего гнезда, ни улететь. Я почти плакала. 10 из 10","фильм: вдохновенный, вдохновляющий: положительно 
Джек Николсон: актёр сильный: положительно "
31,"Удивительная и требующая восхищения певица Эдита Пиаф. Её жизнь отнюдь не простая и не лёгкая (хотя кому легко жить?). Сколько всё-таки может свалиться на жизнь человека проблем и хлопот. Как человек это переживает, борется и страдает. Жизнь поворачивается то передом, то (извините меня) другой стороной.  Я и не знала насколько трудной и сложной была её жизнь. Что она была такой бунтаркой, и какое у неё было детство, сколько она пережила. И в ёе песне поётся, что она ни о чём не жалеет. Ни об ушедших годах, ни о сгоревшей любви.  Её жизнь, действительно как история из кино, но она жизненна и этим выигрывает многие придуманные и замысловатые фильмы. Она покоряет своей историей и заставляет проникнуться в неё всей душой.  После просмотра фильма, фильм не оставляет тебя и ты находишься под его впечатлением ещё некоторое время. Потому, что истинное и хорошее кино не может тебя покинуть. И ты будешь о нём вспоминать.","Эдита Пиаф: удивительная, требующая восхищения: положительно 
фильм: не оставляет: положительно"
80,"Не зря я приобрел этот фильм. Спортивные кинокартины всегда интересны для просмотра, особенно про баскетбол. Вдобавок она провокационная, добавляет изюминку просмотру. Смотрите, не пожалеете.","фильм: интересный, провокационный, добавляет изюминку: положительно"
33,"Давно собиралась посмотреть этот фильм, но все никак не удавалось… И как только отошла от просмотра я решила написать отзыв. Поначалу было немного нудно… и, казалось, два часа я просто не осилю.. продолжила просмотр только из-за Уилла Смита, так как, на мой взгляд, фильм с его участием просто не может быть плохим… «Семь Жизней» очень трогательный, душевный фильм.. К концу я просто обливалась слезами..  Он поразил меня до глубины души… просто нет слов, чтобы описать впечатления после просмотра. «Семь жизней»- это фильм с глубоким смыслом, фильм, который заставляет задуматься. Просто потрясающий подбор актеров… смотришь и переживаешь все те чувства, которые ипытывают герои Розарио Доусон и Уилла Смита. И я еще раз убедилась в таланте этого актера, актера с большой буквы… В общем, это безусловно один из лучших фильмов 2008 года… Однозначно 10 из 10","Фильм «Семь жизней»: очень трогательный, душевный: положительно 
подбор актеров: потрясающий: положительно 
Розарио Доусон и Уилла Смит: заставляют задуматься: положительно"
62,"Фильм безобразный. Единственный хороший момент — это танец монстров. Там я посмеялась. Юмора практически нет, одна пошлятина, актёры играют паршиво. Дешевая американская пародия. К сожалению таких пародий штампуют каждый год в очень большом количестве. Советую смотреть обычные комедии.","фильм: безобразный: негативно 
танец монстров: единственный хороший момент: положительно 
юмор: практически нет: негативно 
актёры: играют паршиво: негативно 
пародия: дешевая: негативно"
76,"Рыцарь, возвращающийся с крестовых походов в родные края, встречает смерть. Вместо того что бы просто так ей отдаться, он предлагает ей сыграть партию в шахматы. Время игры равняется времени, за которое рыцарь хочет найти смысл своего бессмысленного существования и узнать есть ли Бог. Смыслом внезапно оказывается то, что смерть, заигравшись с рыцарем, позволяет улизнуть от себя семье кочующих актеров, сохранив таким образом их жизнь. А рыцарь проигрывает. Немного философская притча, строгая и пропорциональная, как шахматная доска, экранизация пьесы, написанной самим Бергманом, ориентировавшимся на определенное количество актеров. Рыцарь Блок со своим оруженосцем Йонсом бредут по охваченному чумой краю, собирая в комок десяток основных персонажей. Эти персонажи конечно интересны, но кузнец, его блудливая жена, безмолвная спутница Йонса, и некоторые другие, не играют существенной роли и находятся в фильме просто для массы.  Кем была эта смерть, громом, чумой или чем-то еще-не сказано. Игра в шахматы со смертью-метаморфоза, характеризующая весь фильм. Грубо говоря, почти весь фильм-сплошная метаморфоза. Понятная и доступная. Наверно таким должен быть арт-хаус 1950-х годов.","фильм: метаморфоза: положительно 
метаморфоза: понятная и доступная: положительно"
58,"Хорошая идея для постановки картины, при не совсем удачной самой постановке. Режиссер Ким Ки Дук, имеющий репутацию фестивального режиссера и завоевавший на Западе авторитет, снял достаточно актуальную и волнующую сегодняшний социум ленту о буддизме. Разумеется, лента не о самом буддизме как таковом, но о том, насколько душа человека способна находиться в невесомом положении, пребывая на грани между соблазном и отказом. Причем существующая причинно-следственная связь порождает этот соблазн или отказ от него от первой же мысли, и главное мнение буддистов, что мысль порождает действие — оправдывает должным образом в жизни главного героя картины «Весна, лето, осень, зима… и снова весна».  Даже само название картины таит в себе некую систематичность или циркуляцию неизбежных событий, впрочем, просмотр фильма вполне приемлем, в нем много пищи для размышления, однако слабоватая режиссура и постановка картины на экраны не дают мне возможности поставить картине высокую оценку, поэтому  5 из 10","Ким Ки Дук: репутация фестивального режиссера, авторитет на Западе: положительно 
лента: актуальная, волнующая: положительно 
жизнь главного героя: мысль порождает действие: положительно 
режиссура: слабоватая: негативно 
картина: не дает возможности поставить высокую оценку: негативно"
11,"Потрясающий фильм. Я давно так жадно не всматривалась в экран, буквально вкушая каждую минуту действа. Замечательная, действительно правдоподобная игра актеров: Аль Пачино здесь — Дьявол во плоти, а Кеану Ривз отлично справился со своей ролью не знающего поражения адвоката, забывшего о самых важных в жизни вещах. Сюжет захватывающий, кое-какие моменты страшны, благодаря правдоподобности. Где правда, а где вымысел?… Порой тяжело отличить одно от другого. Но самый главный страх совсем не связан с мистическими силами — становится страшно: ведь есть вероятность вот так же забыться, «ослепнуть» в погоне за фальшивым счастьем и потерять все самое по-настоящему ценное… «Тщеславие — любимый из моих грехов», утверждал Дьявол, и эти слова правдивы: никто не отгорожен от этого. 10 из 10.","

фильм: потрясающий: положительно 
игра актеров: захватывающая, правдоподобная: положительно 
сюжет: захватывающий: положительно"
85,"Мне всегда говорили в детстве, что немцы все делает качественно с любовью и душой. Этот фильм — прямое тому доказательство. Для меня остается непонятно, почему фильм там мало собрал в прокате. По-моему, он не хуже скажем «Титаника» и других общепризанных шедевров.","немцы: все делает качественно с любовью и душой: положительно 
фильм: мало собрал в прокате: нейтрально"
10,"Как же я люблю Лиама Нисона! Что ни фильм — сюрприз. Складывается впечатление, что он просто не снимается в плохом кино, а если и снимается, то это исключение, которое подтверждает правило: он хорош. Сразу заметно, что к фильму «приложил руку» великолепный Люк Бессон. Динамичность, остросюжетность, цепляющая за сердце драматичность — да, такие фильмы бесподобны. И это не штампованный боевик-триллер. Эта история, первая половина которой вполне может произойти (и происходит) в реальном мире. Жаль только, что не у всех есть отцы-суперагенты… Этот фильм настолько приковал моё внимание, что я не могла ни на минуту оторваться, а это для меня редкость. Поэтому, 9 из 10","история: может произойти в реальном мире: положительно
фильм: приковал внимание: положительно"
14,"Именно это больше всего поражает в этом фильме. Если бы эта история не имела места в реальной жизни, то фильм был бы простой мелодрамой… Очень сильной, душераздирающей, но это был бы просто сценарий.  Однако это не так. Поэтому мы видим, с какой аккуратностью доносят до нас актеры, да и вся съемочная группа, эту историю. Я не являюсь большим специалистом по японским фильмам, тем более того времени, но очень порадовала игра хозяина собаки и его жены. Кстати, кличка собаки звучит «Хачи», с японского «восемь». Прошу прощения, если кто-то уже упоминал об этом. Этот фильм действительно заставляет переживать, вызывает настоящую грусть. Его, как и многие фильмы этого жанра, за исключением, конечно, проходных, советую смотреть в одиночестве. Только тогда вы по-настоящему почувствуете атмосферу — атмосферу того времени, Японии, почувствуете ту самую преданность Хачи. Хочется верить, что и в наше время все это возможно. Многое сделал недавний ремейк фильма. Думаю, что не один я узнал про Хачи оттуда. Конечно, там эта история стала более доступна массам (многие предпочтут голливудский уровень старому японскому фильму), но люди должны знать об этом. В принципе, все. 10 из 10","фильм: поражает: положительно 
игра хозяина собаки и его жена: порадовала: положительно 
фильм: заставляет переживать, вызывает настоящую грусть: положительно"
35,"Один из самых умных и интересных фильмов на моем веку. Это отражается в сценарии, и диалогах. Продуманность фильма впечатляет. Способность сценаристов держать меня в напряжении до самого конца, заставляет восхищаться. Как они смогли так умно, завернуть сюжет, при этом не перегнуть палку? И выдать по настоящему неожиданный финал. Увидев который, все что я смог произнести это что-то вроде. Хо-хо-хо! Бурное развитие сюжета, немного затрудняет осознать все происходящее в фильме. Что бы понять фильм целиком до самых мелочей нужно быть очень внимательным человеком. Я не скажу, что фильм не понятен с первого просмотра. Я его понял сразу, так как концовка раскрывает все. Но чтобы срастить каждое действие, каждый диалог, нужно быть самому детективом. Выкинуть хотя бы слово из сценария невозможно, тогда все рухнет как карточный домик. Поэтому даже к словам в отдельности надо прислушиваться. Запомнить имена действующих персонажей, главных, а порой даже тех, которых не покажут ни разу или мельком. Фильм поймет каждый без исключения. Но как, вот в чем вопрос. Понять то, что создатели позволили понять, или то, что нужно понять. Актерский состав замечательный, каждый на своем месте, каждый грамотно раскрыт. Но блистает ярче всех как статуэтка Оскара это конечно Кевин Спейси. Такое радикальное перевоплощение не всегда увидишь.  Фильм естественно рекомендуется зрителю любящему разгадывать головоломки, и просто серьезное кино. Ведь пропустить «Подозрительные лица» это одна из самых больших нелепостей в жизни киномана.  10 из 10","

фильм: один из самых умных и интересных: положительно 
продуманность фильма: впечатляет: положительно 
способность сценаристов держать в напряжении: заставляет восхищаться: положительно 
финал: неожиданный: положительно 
бурное развитие сюжета: затрудняет осознать все происходящее: нейтрально
фильм: поймет каждый: положительно 
актерский состав: замечательный, каждый на своем месте: положительно 
Кевин Спейси: блистает ярче всех: положительно 
фильм: рекомендуется зрителю любящему разгадывать головоломки: положительно"
59,"Когда я купил этот фильм, то я думал меня ждёт долгожданное продолжение комедии «The Mask», которое будет образцовой комедией, но увы моим мечтам не суждено было сбыться.  Это один из самых худших фильмов за прошлые годы, а может и самый худший. Когда Джим Керри отказался сниматься в этом фильме, можно было бы догадаться что это будет не та маска, которую мы знаем и любим.","фильм: один из самых худших за прошлые годы, а может и самый худший: негативно "
9,"Фрэнк Эбигнейл, юный хитрец и озорник, с отличными мозгами в совмещении с детской фантазией, уже в новой школе поражает нас своей выходкой в роли учителя по французскому в своем же классе. Парень, который всю жизнь любил свою мать, не питавшую к нему столь же искренних чувств и предавшей его в таком ранимом возрасте. На протяжении всего фильма он искренне верит в любовь и старается получить это недостающее ему чувство. Том Хэнкс, бесподобен, как и всегда. Его игра завораживает меня уже много лет. И в этом фильме его отцовская строгость и любовь к этому мальчишке выражается профессиональной игрой. Авантюрная биография поражает полноценностью действий и гладкой игрой, позволяющей все понять без объяснений и додумок.  10 из 10 Спасибо за внимание…","Том Хэнкс: бесподобен, как и всегда: положительно 
его игра: завораживает: положительно 
Авантюрная биография: поражает полноценностью действий, гладкой игрой: положительно"
50,"И зачем только я его посмотрел. Лучше бы просто полтора часа посидел на диване, думая о хорошем. А так самым жестоким образом поглумился над своим мозгом… Единственный момент, который заставил меня таки улыбнуться (!!!) это образы Поттера, Гермионы и Рона. Все остальное время я просидел с хмурым выражением лица. И я нисколько не преувеличиваю. Короче, хуже фильма я не видел. И очень надеюсь, что не увижу. Так что, самая что ни на есть слабенькая 1 из 10","фильм: поглумился над своим мозгом: негативно 
образы Поттера, Гермионы и Рона: заставили улыбнуться: положительно
фильм: хуже не видел: негативно "
88,"Развелось нынче фанатов Сумеречной саги. Обсуждения фильмов и книг чуть ли не самые бурные, количество фанатов и антифанатов зашкаливает, одни доказывают, что произведение революционно и гениально, мол, образ вампира представлен по — новому, другие умело опровергают эти суждения. Ну и как могли Фридберг и Зельцер не сотворить новую пародию, глядя на всё это безобразие? Сюжет «Засоса» полностью повторяет сюжет «Сумерек» и частично «Новолуния». Причем все события приправлены американским туалетным юмором, хотя некоторые шутки вполне удачны. Шутки из фильма «о наболевшем».  О, Бекка! Почему бы тебе не сесть рядом с этим загадочным парнем, с которым тебе суждено иметь отношения довольно зависимые, которые вдохновят на написание четырех книг и съемки фильмов по этим книгам? Прекрасно спародированы сцены в лесу и в комнате у Бекки. Кстати, над троицей чудо — злодеев и над Алисой тоже не забыли поглумиться. Актеры поработали хорошо. Лично мне больше всего понравилась Дженн Проске, которая отлично открывала рот и заправляла прядь волос. Итак, мы получаем довольно средненькую пародию, которую просто можно посмотреть и поднять себе настроение. Но не в коем случае не ходите в кинотеатр, это не стоит ваших денег. Вампиры сосут.","пародия: средненькая, просто можно посмотреть и поднять себе настроение: нейтрально 
сюжет: повторяет сюжет «Сумерек» и частично «Новолуния»: негативно 
шутки: американский туалетный юмор, некоторые шутки вполне удачны: нейтрально 
актеры: поработали хорошо: положительно"
13,"Фильм просто великолепный. В очередной раз убеждаюсь, что Тим Бартон — гений! Он создает необычное кино, захватывающее дух, готическое. И «Сонная лощина» — не исключение. Оно захватывает дух, в фильм погружаешся просто с головой. Я первый раз посмотрела «Сонную лощину» по телевизору. Фильм произвел на меня глубочайшее впечатление и я даже не представляю, как я жила до просмотра «Сонной лощины». Сюжет жутковатый, мистический, как раз в духе Бартона. Безумно порадовала игра актеров. Про Джонни Деппа и говорить нечего, и так ясно, что он — талант, практически во всех своих фильмах играет безупречно. Кристина Риччи — эдакий ангел, невинное дитя и со своей ролью тоже справилась на «отлично». Кристофер Уокен — главный злодей в «Сонной лощине», и нельзя не отметить его прекрасную актерскую игру. Холодный ветер, скрип половицы, темные деревья с сухими ветками, кладбище и зловещие звуки — за всем этим наблюдаешь, не отрываясь. Я вслушивалась, буквально, в каждый звук, и порой у меня мурашки бегали по коже. 10 из 10","фильм: великолепный: положительно 
Тим Бартон: гений: положительно 
сюжет: жутковатый, мистический: положительно 
игра актеров: безумно порадовала: положительно 
Джонни Депп: талант, играет безупречно: положительно 
Кристина Риччи: ангел, невинное дитя: положительно 
Кристофер Уокен: главный злодей, его прекрасная актерская игра: положительно"
3,"Вообще, я люблю наши советские мультфильмы. За их простоту, душевность, доброту. Но из зарубежных мультов хочу отметить «Историю игрушек». В нём есть юмор, детская наивность и, как я уже говорила про русские сказки, присутствует доброта. Вот за это я и полюбила эту историю про компанию милых игрушек, которые попадают в разные передряги. Особенно меня захватила третья часть из которой я делаю вывод — не все американские мульты про бессердечных монстров, на которых-то и смотреть неприятно.  С начала просмотра и под конец титров я вся находилась в мире игрушек. Это очень увлекательная история которая подходит для всех возрастов. Советую смотреть всем без исключения. 10 из 10 З. Ы. После просмотра, начинаешь верить в подпольную жизнь игрушек.",фильм: в первые минуты я понял что моя задумка провалилась: негативно
